grid points,0.1u,0.1N,0.2u,0.2N,0.3u,0.3N,0.4u,0.4N,0.5u,0.5N,0.6u,0.6N,0.7u,0.7N,0.8u,0.8N,0.9u,0.9N,1u,1N
0.2828282828282829,1.9456253,-0.5463583,2.0272698,0.34381992,2.0694127,0.3999979,2.0709903,0.40112472,2.069777,0.40160245,2.0709076,0.40212435,2.0706918,0.40186578,2.0707746,0.4022616,2.069727,0.40187755,2.0690424,0.4021393
0.2929292929292929,1.9962995,-0.6367728,2.0784278,0.3168777,2.127451,0.38120967,2.1308208,0.3842067,2.1293788,0.38446778,2.130267,0.3850996,2.1301987,0.38477546,2.1302931,0.38528383,2.1291246,0.38454333,2.128368,0.38525164
0.303030303030303,2.0458324,-0.72746104,2.127978,0.29051116,2.1842234,0.36326855,2.1897342,0.36855292,2.18814,0.3685848,2.188747,0.36928588,2.188826,0.3689168,2.1889305,0.36950314,2.1876779,0.36845604,2.186911,0.36956513
0.3131313131313131,2.0942545,-0.8185217,2.175959,0.26463267,2.2397263,0.34604746,2.247728,0.35403466,2.2460759,0.35383862,2.2463777,0.35456944,2.2465973,0.35417014,2.2467086,0.35480607,2.2454123,0.35350862,2.2446952,0.35495436
0.3232323232323232,2.141599,-0.91005033,2.2224133,0.2391665,2.2939599,0.32943267,2.3047998,0.34053373,2.303204,0.34012526,2.303189,0.3408457,2.3035355,0.3404382,2.3036506,0.34109056,2.3023553,0.33960596,2.3017313,0.34131634
0.3333333333333333,2.1879,-1.0021381,2.267383,0.21404973,2.3469262,0.3133238,2.360946,0.32794213,2.3595395,0.32735175,2.3592093,0.3280266,2.359664,0.32762796,2.35978,0.32826674,2.358529,0.32666412,2.3580372,0.32856333
0.3434343434343435,2.233194,-1.0948696,2.310913,0.18922806,2.3986309,0.29763645,2.4161632,0.3161649,2.4150972,0.31543463,2.4144664,0.3160334,2.4150054,0.31565887,2.4151185,0.31625688,2.4139557,0.31460372,2.413612,0.31660283
0.3535353535353536,2.2775173,-1.1883311,2.3530502,0.16465431,2.449082,0.28229243,2.4704502,0.30511153,2.4698908,0.30429572,2.4689858,0.30479276,2.469583,0.3044575,2.4696896,0.30499232,2.4686565,0.3033525,2.4684744,0.30536997
0.3636363636363636,2.3209069,-1.2825975,2.3938398,0.1402897,2.4982893,0.26722723,2.523804,0.2947023,2.5239334,0.29386538,2.5227911,0.29424256,2.5234187,0.2939585,2.5235164,0.29441035,2.5226502,0.29284635,2.522623,0.29480088
0.3737373737373737,2.3633986,-1.3777423,2.4333277,0.11609916,2.5462658,0.2523821,2.5762231,0.2848634,2.577238,0.28408402,2.575906,0.2843265,2.5765343,0.28410035,2.5766203,0.2844566,2.5759544,0.2830247,2.5760698,0.28483784
0.3838383838383838,2.4050293,-1.4738355,2.4715605,0.092054345,2.5930254,0.2377066,2.6277068,0.27552933,2.629816,0.27488965,2.6283514,0.27499354,2.6289515,0.2748316,2.6290233,0.27508175,2.6285858,0.27383175,2.6288228,0.27543414
0.393939393939394,2.4458337,-1.5709391,2.5085833,0.06813035,2.6385837,0.22315723,2.6782546,0.26663876,2.6816797,0.26623315,2.680146,0.26619786,2.6806908,0.26610404,2.6807458,0.26624167,2.68056,0.26521674,2.680882,0.26654732
0.4040404040404041,2.485846,-1.6691113,2.5444412,0.044306643,2.6829581,0.2086938,2.7278657,0.25813627,2.7328386,0.25806493,2.7313087,0.2578988,2.731773,0.2578743,2.7318087,0.2578963,2.7318883,0.25713006,2.7322645,0.25814593
0.4141414141414142,2.5250998,-1.768404,2.5791774,0.020566083,2.726168,0.19428486,2.7765431,0.24997221,2.7833042,0.2503416,2.7818553,0.25005794,2.7822165,0.25009996,2.7822325,0.25000942,2.7825866,0.24952808,2.7829723,0.25019038
0.4242424242424242,2.5636258,-1.8688664,2.6128352,-0.003107302,2.768232,0.17990035,2.8242877,0.2421021,2.833086,0.24302119,2.8318012,0.24264324,2.8320415,0.24274617,2.8320353,0.24254978,2.8326645,0.24236932,2.833023,0.24265826
0.4343434343434343,2.6014533,-1.9705379,2.645455,-0.026724957,2.809171,0.1655156,2.8711007,0.23448409,2.8821924,0.23606938,2.8811598,0.23562203,2.8812652,0.23577958,2.8812368,0.23548663,2.8821344,0.23561326,2.882423,0.23552287
0.4444444444444445,2.6386116,-2.0734572,2.6770768,-0.050296478,2.849007,0.15110904,2.9169872,0.22708057,2.9306335,0.22945088,2.9299436,0.22896758,2.929906,0.22917253,2.9298542,0.22879255,2.9310064,0.22922459,2.9311862,0.22875893
0.4545454545454546,2.675127,-2.1776528,2.7077408,-0.073831014,2.8877614,0.13666207,2.961951,0.21985914,2.9784174,0.22313184,2.9781635,0.22265346,2.9779797,0.22289258,2.9779062,0.22244251,2.979291,0.22317281,2.9793305,0.22235215
0.4646464646464647,2.711025,-2.2831516,2.7374825,-0.097334586,2.925457,0.12215918,3.0059962,0.21278886,3.0255518,0.2170865,3.0258296,0.21665636,3.0255039,0.21692258,3.0254066,0.21641362,3.0269976,0.2174224,3.0268726,0.21627867
0.4747474747474748,2.7463276,-2.3899748,2.7663393,-0.12081226,2.9621162,0.107586086,3.0491292,0.20584123,3.0720458,0.21128815,3.072951,0.21095476,3.0724933,0.21123677,3.0723736,0.21068585,3.0741353,0.21194616,3.073831,0.21052372
0.4848484848484848,2.7810576,-2.4981332,2.794345,-0.1442689,2.9977634,0.09293264,3.0913556,0.19899295,3.1179056,0.20571059,3.1195362,0.20552824,3.1189632,0.20581323,3.1188223,0.20523894,3.120716,0.20671883,3.1202207,0.2050668
0.494949494949495,2.8152337,-2.60764,2.8215327,-0.1677061,3.03242,0.07818812,3.1326838,0.19222058,3.1631389,0.20033282,3.165591,0.20035848,3.1649282,0.20063716,3.164766,0.20005405,3.1667476,0.20171466,3.1660662,0.19989216
0.5050505050505051,2.848876,-2.7184987,2.8479342,-0.19112527,3.0661113,0.06334525,3.1731215,0.18550621,3.2077522,0.19513386,3.211123,0.19542927,3.210401,0.19568807,3.2102199,0.19511497,3.2122407,0.1969122,3.2113829,0.19498074
0.5151515151515152,2.882,-2.830711,2.87358,-0.21452853,3.09886,0.048398077,3.2126763,0.1788298,3.2517529,0.1900956,3.2561378,0.19072376,3.2553961,0.19095498,3.2551975,0.19040668,3.2572064,0.19229022,3.2561893,0.19031489
0.5252525252525253,2.9146228,-2.9442706,2.8984985,-0.23791602,3.130689,0.03334135,3.2513585,0.1721767,3.2951465,0.18519944,3.3006403,0.18622799,3.2999246,0.18642122,3.299711,0.18591535,3.3016548,0.18783298,3.3005128,0.18587935
0.5353535353535354,2.946757,-3.0591683,2.922718,-0.26128748,3.1616218,0.018169582,3.2891784,0.16553147,3.3379402,0.18043059,3.3446352,0.1819275,3.3439991,0.1820777,3.3437726,0.1816262,3.3455977,0.18352237,3.3443604,0.1816498
0.5454545454545455,2.9784176,-3.175395,2.9462647,-0.28464058,3.1916814,0.0028823018,3.326145,0.1588818,3.3801389,0.17577237,3.3881247,0.17780924,3.3876295,0.17791253,3.3873947,0.17752635,3.3890471,0.17934647,3.3877573,0.17761385
0.5555555555555556,3.0096152,-3.2929263,2.9691644,-0.30797595,3.2208903,-0.0125258565,3.3622704,0.15221663,3.4217494,0.17121238,3.4311147,0.17386313,3.4308276,0.17391425,3.430587,0.1736058,3.432016,0.17529097,3.4307184,0.17375147
0.5656565656565657,3.0403605,-3.411746,2.99144,-0.33129102,3.2492714,-0.028053463,3.3975666,0.14552622,3.462777,0.16673678,3.4736066,0.17007515,3.4736023,0.17007524,3.473362,0.16985238,3.4745183,0.17134967,3.4732633,0.1700455
0.5757575757575758,3.0706635,-3.5318265,3.0131147,-0.3545839,3.2768466,-0.043703496,3.4320443,0.13879992,3.5032275,0.1623351,3.5156047,0.16643727,3.5159636,0.16638738,3.5157292,0.16625512,3.5165668,0.16751137,3.515401,0.1664797
0.5858585858585859,3.100535,-3.6531425,3.0342112,-0.37785167,3.3036387,-0.059475243,3.465717,0.1320316,3.5431054,0.15799826,3.5571105,0.16293937,3.5579195,0.16284305,3.557697,0.16280663,3.5581775,0.16377226,3.5571527,0.16304743
0.595959595959596,3.129981,-3.77566,3.0547502,-0.40109247,3.3296673,-0.07536799,3.4985983,0.12521432,3.582417,0.15371484,3.5981271,0.15957049,3.599478,0.15943414,3.5992758,0.15949523,3.5993648,0.16012755,3.5985317,0.15973008
0.6060606060606061,3.1590095,-3.8993468,3.0747504,-0.42430356,3.3549545,-0.09138101,3.5306995,0.11834024,3.621168,0.14947814,3.6386554,0.15632379,3.640646,0.15615922,3.640477,0.15631497,3.6401467,0.15657488,3.6395507,0.15651667
0.6161616161616162,3.1876278,-4.024163,3.094232,-0.4474819,3.3795216,-0.1075142,3.5620353,0.11140634,3.6593614,0.1452753,3.678698,0.15319023,3.6814315,0.15300828,3.6813037,0.15325534,3.68054,0.15311447,3.680225,0.1534096
0.6262626262626263,3.2158418,-4.1500697,3.1132116,-0.47062448,3.4033873,-0.12376493,3.5926201,0.104407236,3.6970038,0.14110392,3.7182572,0.15016256,3.7218394,0.14997846,3.7217677,0.15030968,3.7205615,0.14974704,3.7205687,0.1503998
0.6363636363636365,3.243656,-4.277025,3.1317077,-0.4937279,3.4265728,-0.14013273,3.6224663,0.09733836,3.7341003,0.13695687,3.7573345,0.14723453,3.761876,0.14706594,3.761875,0.14747179,3.7602315,0.14647737,3.7605977,0.14748919
0.6464646464646465,3.2710767,-4.404986,3.1497364,-0.51679045,3.4490964,-0.15661496,3.6515896,0.09019785,3.7706556,0.13282555,3.795931,0.14439663,3.8015466,0.14426452,3.801635,0.14473522,3.7995687,0.14330831,3.8003235,0.14467728
0.6565656565656566,3.2981076,-4.533905,3.1673124,-0.5398074,3.470977,-0.17320889,3.680003,0.08298226,3.8066742,0.12870568,3.8340495,0.14164424,3.8408544,0.14157087,3.8410523,0.14209235,3.8385916,0.14024869,3.8397598,0.14196646
0.6666666666666667,3.3247523,-4.6637316,3.1844518,-0.56277686,3.4922338,-0.18991333,3.7077215,0.07568942,3.8421621,0.124592006,3.8716915,0.13897128,3.8798046,0.1389826,3.8801343,0.13953865,3.8773217,0.13730446,3.8789182,0.13935816
0.6767676767676768,3.3510156,-4.7944164,3.2011685,-0.58569485,3.5128834,-0.20672423,3.7347605,0.06831731,3.8771243,0.12048167,3.908858,0.1363726,3.9183993,0.13649827,3.9188874,0.13706696,3.9157805,0.1344873,3.9178033,0.13685334
0.686868686868687,3.3769002,-4.9259124,3.2174757,-0.6085593,3.5329454,-0.22364062,3.761133,0.06086518,3.9115644,0.11636609,3.9455512,0.13384205,3.9566422,0.13411027,3.9573178,0.13467205,3.9539871,0.1318058,3.9564238,0.13445103
0.696969696969697,3.402409,-5.058164,3.2333868,-0.63136643,3.5524352,-0.24065715,3.7868538,0.05333127,3.9454885,0.11224955,3.9817727,0.13137466,3.994535,0.13181764,3.9954312,0.13235152,3.9919658,0.12927309,3.9947734,0.13213408
0.7070707070707072,3.4275448,-5.191118,3.2489138,-0.65411323,3.57137,-0.25777334,3.8119385,0.045715436,3.9789004,0.10812014,4.0175257,0.12896588,4.03208,0.12962037,4.0332327,0.13009822,4.029735,0.12690297,4.0328493,0.12990487
0.7171717171717172,3.45231,-5.32472,3.2640686,-0.6767966,3.5897646,-0.2749855,3.8364003,0.03801696,4.011806,0.10398024,4.05281,0.12661116,4.0692787,0.12751085,4.0707283,0.12790763,4.0673194,0.12470952,4.070641,0.1277405
0.7272727272727273,3.4767056,-5.4589148,3.278863,-0.69941497,3.6076372,-0.29229027,3.8602536,0.030235901,4.044211,0.099826515,4.0876303,0.12430708,4.106132,0.12549049,4.1079216,0.1257788,4.1047397,0.12270704,4.108127,0.12562573
0.7373737373737375,3.500736,-5.593651,3.2933073,-0.72196466,3.6250007,-0.30968446,3.8835132,0.02237223,4.076119,0.095653236,4.121987,0.122048974,4.14264,0.12355405,4.144818,0.12370312,4.142017,0.12091294,4.145296,0.12354672
0.7474747474747475,3.5244002,-5.7288656,3.3074129,-0.7444431,3.641871,-0.32716507,3.9061935,0.014426276,4.1075363,0.0914647,4.155883,0.11983368,4.178804,0.12169963,4.1814218,0.12167966,4.179175,0.11934391,4.1821346,0.12149441
0.7575757575757577,3.5477014,-5.864508,3.3211882,-0.7668483,3.658263,-0.344729,3.9283078,0.0063984543,4.1384673,0.087254226,4.1893206,0.117656946,4.2146235,0.11992675,4.2177377,0.11970484,4.216234,0.118017584,4.218628,0.11946547
0.7676767676767677,3.5706396,-6.000521,3.3346443,-0.7891768,3.6741896,-0.36237234,3.9498692,-0.0017100126,4.168918,0.08302039,4.2223024,0.115515575,4.2500963,0.118231595,4.2537694,0.11777365,4.2532153,0.11694947,4.2547903,0.11748278
0.7777777777777778,3.5932171,-6.1368504,3.3477893,-0.8114273,3.689665,-0.38009375,3.9708924,-0.009898797,4.198892,0.078765094,4.2548313,0.11340697,4.285224,0.1166113,4.2895203,0.11588609,4.2901416,0.116158396,4.2906494,0.115591645
0.787878787878788,3.6154344,-6.273438,3.360633,-0.8335969,3.7047017,-0.3978874,3.991391,-0.018166915,4.228396,0.074485004,4.28691,0.111328214,4.3200054,0.11506349,4.324995,0.114035964,4.327031,0.11566487,4.3262644,0.11386645
0.797979797979798,3.6372933,-6.4102306,3.3731837,-0.8556832,3.7193139,-0.41575283,4.011378,-0.026512727,4.257435,0.070179164,4.3185415,0.109276384,4.354439,0.113586724,4.3601966,0.11222255,4.363904,0.11548367,4.361727,0.11240685
0.8080808080808082,3.6587927,-6.547172,3.3854485,-0.8776851,3.7335129,-0.4336849,4.030865,-0.034935787,4.2860146,0.06584662,4.349729,0.10724948,4.388522,0.11217862,4.3951273,0.11044133,4.400781,0.11563411,4.3971567,0.11134112
0.8181818181818182,3.6799357,-6.6842113,3.3974366,-0.89960116,3.7473109,-0.4516806,4.0498667,-0.04343395,4.3141394,0.06148833,4.3804755,0.10524477,4.4222555,0.11083537,4.4297924,0.108691335,4.4376802,0.116134316,4.432701,0.1108166
0.8282828282828284,3.7007217,-6.8212934,3.4091554,-0.92142767,3.7607195,-0.469737,4.0683947,-0.05200638,4.341816,0.057101905,4.4107847,0.103259906,4.455637,0.109556496,4.464192,0.106969476,4.4746184,0.116999775,4.468531,0.11098015
0.8383838383838385,3.7211518,-6.9583673,3.4206116,-0.9431638,3.7737508,-0.4878506,4.086461,-0.060651496,4.3690486,0.052688777,4.4406586,0.1012924,4.4886646,0.10833913,4.498332,0.10527456,4.5116143,0.118249804,4.5048294,0.11198723
0.8484848484848485,3.7412264,-7.0953803,3.4318128,-0.9648089,3.7864149,-0.50602025,4.1040783,-0.069367066,4.3958426,0.048247993,4.4701033,0.09934206,4.5213366,0.10718089,4.5322123,0.10360396,4.5486836,0.11989871,4.5417986,0.11398709
0.8585858585858587,3.7609468,-7.2322817,3.4427652,-0.9863604,3.7987225,-0.52423924,4.1212573,-0.0781527,4.422204,0.04377812,4.4991198,0.097405165,4.55365,0.10607797,4.5658383,0.101953864,4.5858417,0.121961266,4.5796847,0.11716473
0.8686868686868687,3.7803133,-7.369025,3.453476,-1.007817,3.8106842,-0.54250747,4.1380105,-0.08700602,4.4481397,0.039282978,4.527713,0.0954822,4.585605,0.10503036,4.5992107,0.10032618,4.6231008,0.124452025,4.618833,0.121801496
0.8787878787878789,3.799327,-7.505562,3.463951,-1.0291778,3.8223102,-0.560821,4.1543493,-0.09592499,4.4736533,0.03475827,4.555887,0.09356865,4.6172,0.10403377,4.6323314,0.09871471,4.6604776,0.12738672,4.6598034,0.12838662
0.888888888888889,3.8179884,-7.6418476,3.4741967,-1.0504416,3.8336093,-0.5791761,4.170284,-0.10490815,4.498751,0.030205905,4.583646,0.09166555,4.6484327,0.10308772,4.665204,0.09712136,4.697982,0.13077536,4.7035294,0.13780606
0.8989898989898991,3.836298,-7.777832,3.4842196,-1.071607,3.8445928,-0.5975705,4.1858253,-0.113953695,4.5234375,0.025628746,4.610993,0.08977075,4.6793003,0.10218793,4.697829,0.09554303,4.7356243,0.13463011,4.751565,0.15158188
0.9090909090909092,3.8542566,-7.913478,3.4940238,-1.0926726,3.8552678,-0.6160014,4.2009835,-0.12305994,4.5477204,0.021022499,4.6379323,0.08788267,4.7098036,0.10133487,4.7302094,0.093978286,4.773416,0.13896099,4.806363,0.17219174
0.9191919191919192,3.871866,-8.048736,3.5036168,-1.1136384,3.8656437,-0.63446504,4.21577,-0.13222523,4.5716043,0.01639098,4.664469,0.086000875,4.7399397,0.100522816,4.7623463,0.09242618,4.8113656,0.14377514,4.8716335,0.20342648
0.9292929292929294,3.8891277,-8.18357,3.5130022,-1.1345032,3.8757298,-0.65295976,4.2301946,-0.1414472,4.595095,0.011732042,4.690606,0.08412388,4.7697077,0.09975129,4.794243,0.090884805,4.849478,0.14908329,4.9527755,0.25086892
0.9393939393939394,3.9060416,-8.317942,3.5221868,-1.1552656,3.885534,-0.67148167,4.2442656,-0.15072401,4.6181974,0.007047355,4.716348,0.08225027,4.7991076,0.09901935,4.8259,0.08935344,4.8877625,0.15489236,5.057543,0.3226124
0.9494949494949496,3.9226098,-8.451812,3.531175,-1.1759267,3.8950639,-0.69002837,4.257993,-0.16005339,4.640918,0.0023376346,4.741701,0.0803801,4.8281364,0.09832412,4.857319,0.08783138,4.9262223,0.16120234,5.197344,0.4305812
0.9595959595959596,3.9388332,-8.585143,3.5399714,-1.1964837,3.9043272,-0.70859796,4.2713866,-0.1694345,4.663261,-0.0023956895,4.766667,0.07851201,4.8567963,0.09766132,4.888502,0.08631599,4.9648623,0.16802087,5.3903933,0.5936605
0.9696969696969696,3.9547133,-8.717903,3.5485806,-1.2169375,3.9133325,-0.72718674,4.2844553,-0.17886533,4.6852336,-0.0071533322,4.7912526,0.07664505,4.8850837,0.097032845,4.9194508,0.08480799,5.0036845,0.1753501,5.6696944,0.8454391
0.97979797979798,3.9702506,-8.850056,3.5570083,-1.2372867,3.9220865,-0.74579185,4.2972074,-0.18834354,4.70684,-0.011934578,4.81546,0.07478006,4.9130006,0.096432984,4.9501657,0.08330405,5.042689,0.18319026,6.1033406,1.2539941
0.98989898989899,3.9854503,-8.981571,3.5652585,-1.2575318,3.9305959,-0.7644115,4.309652,-0.1978664,4.7280874,-0.016739428,4.839296,0.0729139,4.940545,0.09586316,4.980649,0.081807256,5.081878,0.1915411,6.844064,1.9705707
1.0,4.0003114,-9.112421,3.5733347,-1.2776717,3.9388678,-0.7830431,4.321796,-0.20743348,4.7489805,-0.021565259,4.862764,0.071048185,4.9677186,0.09531814,5.0109015,0.080313325,5.1212482,0.20039883,8.234336,3.3341231
